channel	experimental	smoothed	simulated	H	2H	C	12C	13C	O	16O	17O	18O	Pb	204Pb	206Pb	207Pb	208Pb
   758	 1.17100000000000E+0003	 1.12002734375000E+0003	 7.47394422935866E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.47394422935866E+0001	 1.21316815816806E+0000	 1.90451611089419E+0001	 1.66834380783669E+0001	 3.77976749481098E+0001
   759	 1.16500000000000E+0003	 1.23126953125000E+0003	 1.34287739845488E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.34287739845488E+0002	 2.16277649874555E+0000	 3.41401308828842E+0001	 2.99878627319626E+0001	 6.79969697318959E+0001
   760	 1.42100000000000E+0003	 1.39969531250000E+0003	 2.32804334622604E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.32804334622604E+0002	 3.71352878541864E+0000	 5.89398737586459E+0001	 5.19109361152315E+0001	 1.18239995963308E+0002
   761	 1.61400000000000E+0003	 1.61372265625000E+0003	 3.89184658943140E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.89184658943140E+0002	 6.15478195309904E+0000	 9.82156902697636E+0001	 8.67338586590257E+0001	 1.98080328061252E+0002
   762	 1.88100000000000E+0003	 1.85578906250000E+0003	 6.28212852997802E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.28212852997802E+0002	 9.85063862539457E+0000	 1.58034468174328E+0002	 1.39928076511364E+0002	 3.20399669686715E+0002
   763	 2.14300000000000E+0003	 2.16498046875000E+0003	 9.79578843629519E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 9.79578843629519E+0002	 1.52315413157537E+0001	 2.45651628346755E+0002	 2.18073542619294E+0002	 5.00622131347715E+0002
   764	 2.61400000000000E+0003	 2.61627734375000E+0003	 1.47629016300902E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.47629016300902E+0003	 2.27654590673193E+0001	 3.69067084885482E+0002	 3.28474629457165E+0002	 7.55982989599051E+0002
   765	 3.24200000000000E+0003	 3.24567968750000E+0003	 2.15157793961855E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.15157793961855E+0003	 3.29097275324519E+0001	 5.36247733185943E+0002	 4.78470726245130E+0002	 1.10394975265503E+0003
   766	 4.07100000000000E+0003	 4.03690234375000E+0003	 3.03492263840885E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.03492263840885E+0003	 4.60524686265558E+0001	 7.54149193170055E+0002	 6.74554016175741E+0002	 1.56016696043650E+0003
   767	 4.98300000000000E+0003	 4.98350000000000E+0003	 4.14534518661873E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.14534518661873E+0003	 6.24144041633920E+0001	 1.02707007434455E+0003	 9.20881470799103E+0002	 2.13497923731169E+0003
   768	 6.05100000000000E+0003	 6.13598046875000E+0003	 5.48813696087424E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 5.48813696087424E+0003	 8.20095757164931E+0001	 1.35590267166588E+0003	 1.21855797374084E+0003	 2.83166673975103E+0003
   769	 7.51500000000000E+0003	 7.54450000000000E+0003	 7.04971479947305E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.04971479947305E+0003	 1.04577446298051E+0002	 1.73691804714913E+0003	 1.56450316538843E+0003	 3.64371614063743E+0003
   770	 9.17800000000000E+0003	 9.15622265625000E+0003	 8.79613371260516E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 8.79613371260516E+0003	 1.29572367993064E+0002	 2.16147388846473E+0003	 1.95113384357539E+0003	 4.55395361257197E+0003
   771	 1.08760000000000E+0004	 1.08481171875000E+0004	 1.06743760668557E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.06743760668557E+0004	 1.56193271870242E+0002	 2.61639879188581E+0003	 2.36666158270349E+0003	 5.53512242039620E+0003
   772	 1.25570000000000E+0004	 1.25632304687500E+0004	 1.26169983056132E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.26169983056132E+0004	 1.83451645826859E+0002	 3.08515043866286E+0003	 2.79613003858857E+0003	 6.55226618253487E+0003
   773	 1.42590000000000E+0004	 1.43125937500000E+0004	 1.45423334998198E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.45423334998198E+0004	 2.10161050887671E+0002	 3.54774397297691E+0003	 3.22143393102701E+0003	 7.56299454492819E+0003
   774	 1.61490000000000E+0004	 1.60475468750000E+0004	 1.63641779353373E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.63641779353373E+0004	 2.35139135820879E+0002	 3.98352369117418E+0003	 3.62353118521148E+0003	 8.52198392313071E+0003
   775	 1.76110000000000E+0004	 1.76522187500000E+0004	 1.80086175754180E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.80086175754180E+0004	 2.57418244965258E+0002	 4.37509576593907E+0003	 3.98615551168534E+0003	 9.38994805282837E+0003
   776	 1.90870000000000E+0004	 1.90635546875000E+0004	 1.94245029183409E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.94245029183409E+0004	 2.76373650025501E+0002	 4.71072969888363E+0003	 4.29810524200447E+0003	 1.01392943274273E+0004
   777	 2.02580000000000E+0004	 2.02679101562500E+0004	 2.05864678910726E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.05864678910726E+0004	 2.91749092071712E+0002	 4.98493381428669E+0003	 4.55387822957180E+0003	 1.07559067551424E+0004
   778	 2.13240000000000E+0004	 2.12341601562500E+0004	 2.14962856872437E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.14962856872437E+0004	 3.03642535909831E+0002	 5.19859612114080E+0003	 4.75395475471457E+0003	 1.12400922754785E+0004
   779	 2.18770000000000E+0004	 2.19833242187500E+0004	 2.21754388795257E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.21754388795257E+0004	 3.12407150361099E+0002	 5.35741153406541E+0003	 4.90318108563817E+0003	 1.16024391094610E+0004
   780	 2.25690000000000E+0004	 2.25781445312500E+0004	 2.26569733761317E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.26569733761317E+0004	 3.18542574792331E+0002	 5.46942357964577E+0003	 5.00887094896009E+0003	 1.18601362727335E+0004
   781	 2.30830000000000E+0004	 2.30136835937500E+0004	 2.29812685134986E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.29812685134986E+0004	 3.22620653562382E+0002	 5.54448256186023E+0003	 5.07997549625947E+0003	 1.20341898018165E+0004
   782	 2.32070000000000E+0004	 2.32824960937500E+0004	 2.31874360486411E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.31874360486411E+0004	 3.25171465244239E+0002	 5.59189952538378E+0003	 5.12511964429889E+0003	 1.21452454137142E+0004
   783	 2.35590000000000E+0004	 2.34552851562500E+0004	 2.33112993738610E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33112993738610E+0004	 3.26676915330046E+0002	 5.62022049761474E+0003	 5.15221503634625E+0003	 1.22121869245700E+0004
   784	 2.34120000000000E+0004	 2.35838554687500E+0004	 2.33789499798448E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33789499798448E+0004	 3.27481423279487E+0002	 5.63554545411747E+0003	 5.16698069492926E+0003	 1.22489424075186E+0004
   785	 2.36770000000000E+0004	 2.36448203125000E+0004	 2.34128560179106E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.34128560179106E+0004	 3.27866061238715E+0002	 5.64310032417096E+0003	 5.17435783978304E+0003	 1.22675317927178E+0004
   786	 2.36960000000000E+0004	 2.36450507812500E+0004	 2.34249230054904E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.34249230054904E+0004	 3.27983514148623E+0002	 5.64565209994698E+0003	 5.17695666481739E+0003	 1.22743307265774E+0004
   787	 2.35750000000000E+0004	 2.36287109375000E+0004	 2.34250306194154E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.34250306194154E+0004	 3.27951600192682E+0002	 5.64545507192363E+0003	 5.17694091523340E+0003	 1.22746830320657E+0004
   788	 2.35400000000000E+0004	 2.36084414062500E+0004	 2.34184751844305E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.34184751844305E+0004	 3.27851324273768E+0002	 5.64381412472328E+0003	 5.17547962442827E+0003	 1.22713301110051E+0004
   789	 2.36470000000000E+0004	 2.35910742187500E+0004	 2.34084091172227E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.34084091172227E+0004	 3.27700437365434E+0002	 5.64131188169562E+0003	 5.17323728725964E+0003	 1.22661595109020E+0004
   790	 2.35440000000000E+0004	 2.35781718750000E+0004	 2.33971069660742E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33971069660742E+0004	 3.27535766913356E+0002	 5.63853784165403E+0003	 5.17071461000076E+0003	 1.22603187475061E+0004
   791	 2.36190000000000E+0004	 2.35594843750000E+0004	 2.33840276040543E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33840276040543E+0004	 3.27347398187078E+0002	 5.63536552798144E+0003	 5.16783940158604E+0003	 1.22534752762998E+0004
   792	 2.35070000000000E+0004	 2.35189843750000E+0004	 2.33693042662648E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33693042662648E+0004	 3.27139080709905E+0002	 5.63187012444499E+0003	 5.16454532145564E+0003	 1.22457497396542E+0004
   793	 2.32020000000000E+0004	 2.34390078125000E+0004	 2.33507429265765E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33507429265765E+0004	 3.26855147091330E+0002	 5.62718213455032E+0003	 5.16045570605085E+0003	 1.22362499388840E+0004
   794	 2.35370000000000E+0004	 2.33633476562500E+0004	 2.33242899159315E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.33242899159315E+0004	 3.26428283339550E+0002	 5.62047331587535E+0003	 5.15456263543265E+0003	 1.22228256812839E+0004
   795	 2.31800000000000E+0004	 2.33455273437500E+0004	 2.32766498973265E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.32766498973265E+0004	 3.25650237657084E+0002	 5.60832352561998E+0003	 5.14393035325594E+0003	 1.21987457807935E+0004
   796	 2.33400000000000E+0004	 2.33332773437500E+0004	 2.31837000969832E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.31837000969832E+0004	 3.24100617788174E+0002	 5.58440716478103E+0003	 5.12315121495213E+0003	 1.21520410994618E+0004
   797	 2.33930000000000E+0004	 2.32255585937500E+0004	 2.29988170695705E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.29988170695705E+0004	 3.21045899162643E+0002	 5.53696929506242E+0003	 5.08183168347664E+0003	 1.20589701918688E+0004
   798	 2.29160000000000E+0004	 2.30042148437500E+0004	 2.26498124465795E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.26498124465795E+0004	 3.15371767465818E+0002	 5.44796435089378E+0003	 5.00391133484158E+0003	 1.18825649933783E+0004
   799	 2.25010000000000E+0004	 2.27351835937500E+0004	 2.20352493117396E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.20352493117396E+0004	 3.05599737147003E+0002	 5.29247331869344E+0003	 4.86686593204841E+0003	 1.15703103238507E+0004
   800	 2.23670000000000E+0004	 2.22439140625000E+0004	 2.10461975637250E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.10461975637250E+0004	 2.90189625368270E+0002	 5.04414255125253E+0003	 4.64660855204976E+0003	 1.10652568350545E+0004
   801	 2.12280000000000E+0004	 2.10686875000000E+0004	 1.95840784192433E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.95840784192433E+0004	 2.67932417559015E+0002	 4.68019187311601E+0003	 4.32147825224588E+0003	 1.03144758763224E+0004
   802	 1.91220000000000E+0004	 1.89011640625000E+0004	 1.76117267340590E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.76117267340590E+0004	 2.38566485912425E+0002	 4.19330005967133E+0003	 3.88354074192622E+0003	 9.29631944654898E+0003
   803	 1.58640000000000E+0004	 1.57056679687500E+0004	 1.51792876565857E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.51792876565857E+0004	 2.03169906792055E+0002	 3.59797672033919E+0003	 3.34428713015097E+0003	 8.03385389930347E+0003
   804	 1.17650000000000E+0004	 1.18339648437500E+0004	 1.24406819619445E+0004	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.24406819619445E+0004	 1.64217830184778E+0002	 2.93348627839910E+0003	 2.73813074215098E+0003	 6.60484711120968E+0003
   805	 7.95300000000000E+0003	 8.08757812500000E+0003	 9.62721500618144E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 9.62721500618144E+0003	 1.25127291696442E+0002	 2.25680125311348E+0003	 2.11643706226883E+0003	 5.12884939910269E+0003
   806	 4.97500000000000E+0003	 5.10354687500000E+0003	 6.99276860206087E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 6.99276860206087E+0003	 8.93670085143057E+0001	 1.62877146397510E+0003	 1.53530002788096E+0003	 3.73933010169050E+0003
   807	 2.91600000000000E+0003	 2.99821484375000E+0003	 4.74403750020499E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.74403750020499E+0003	 5.95474580396193E+0001	 1.09743958257299E+0003	 1.04011779278335E+0003	 2.54693266680903E+0003
   808	 1.66400000000000E+0003	 1.66053906250000E+0003	 2.99393596995941E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.99393596995941E+0003	 3.68757183671391E+0001	 6.87593673109083E+0002	 6.55425823122997E+0002	 1.61404075536019E+0003
   809	 9.09000000000000E+0002	 9.18992187500000E+0002	 1.75160673533027E+0003	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.75160673533027E+0003	 2.11538839083679E+0001	 3.99252231757503E+0002	 3.82847409923396E+0002	 9.48353209741006E+0002
   810	 5.79000000000000E+0002	 5.58179687500000E+0002	 9.47782463895969E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 9.47782463895969E+0002	 1.12159900077615E+0001	 2.14349797256668E+0002	 2.06809355781153E+0002	 5.15407320850386E+0002
   811	 4.18000000000000E+0002	 3.87906250000000E+0002	 4.73179177502194E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 4.73179177502194E+0002	 5.48408685815201E+0000	 1.06156554043619E+0002	 1.03068915895146E+0002	 2.58469620705277E+0002
   812	 2.85000000000000E+0002	 2.94492187500000E+0002	 2.17578824894150E+0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 2.17578824894150E+0002	 2.46863812109924E+0000	 4.84130268905356E+0001	 4.73075080774304E+0001	 1.19389651805085E+0002
   813	 2.57000000000000E+0002	 2.36105468750000E+0002	 9.20133157335038E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 9.20133157335038E+0001	 1.02163551753807E+0000	 2.03025227428855E+0001	 1.99686370950221E+0001	 5.07205203780581E+0001
   814	 1.91000000000000E+0002	 1.95082031250000E+0002	 3.56391028721797E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.56391028721797E+0001	 3.83245999108774E-0001	 7.71957285939461E+0000	 7.74221153306822E+0000	 1.97940724806081E+0001
   815	 1.65000000000000E+0002	 1.63644531250000E+0002	 1.21164795741814E+0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.21164795741814E+0001	 1.28453088708261E-0001	 2.62575532663701E+0000	 2.61870960352781E+0000	 6.74356155530833E+0000
   816	 1.41000000000000E+0002	 1.42371093750000E+0002	 3.92750817836396E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.92750817836396E+0000	 4.07068923727997E-0002	 8.43633898528896E-0001	 8.47094457453174E-0001	 2.19607293000909E+0000
   817	 1.40000000000000E+0002	 1.26289062500000E+0002	 1.16572393964278E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 1.16572393964278E+0000	 1.18098671165969E-0002	 2.48169814537170E-0001	 2.50895222501760E-0001	 6.54849035487250E-0001
   818	 1.08000000000000E+0002	 1.10214843750000E+0002	 3.16613836479926E-0001	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 3.16613836479926E-0001	 3.13477719458995E-0003	 6.67977572429706E-0002	 6.79966789060334E-0002	 1.78684623136332E-0001
   819	 9.40000000000000E+0001	 9.61562500000000E+0001	 7.86650618056933E-0002	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 0.00000000000000E+0000	 7.86650618056933E-0002	 7.61057556246319E-0004	 1.64458315140439E-0002	 1.68569923815435E-0002	 4.46011803538596E-0002
